Date,Sales
2020-02-15,29571.167663983768
2020-02-16,2138.7152700653005
2020-02-17,24349.2653514969
2020-02-18,13330.06546222762
2020-02-19,5317.795429563926
2020-02-20,25503.105728896535
2020-02-21,31452.46065707412
2020-02-22,37118.97282708397
2020-02-23,26833.141230507696
2020-02-24,15809.22479050886
2020-02-25,13332.745114948144
2020-02-26,11123.873468371234
